"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jfz1r03h11",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","02 Jan 2019 11:45:36 PST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
02-01 12:41:20,1.113,0.459,98.386,0.0,0.0,0.042,23557533696.0,326651904.0,9728471040.0,2.36824899584e+11,60.0,0.0,0.0,0.0,0.0,0.0,2069.0,9458.0,0.170,0.430,0.900,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:21,0.571,0.320,99.109,0.0,0.0,0.0,23557287936.0,326651904.0,9728454656.0,2.36825161728e+11,60.0,0.0,0.0,0.0,0.0,0.0,1402.0,5892.0,0.160,0.420,0.890,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:22,0.431,0.320,99.249,0.0,0.0,0.0,23556653056.0,326651904.0,9728454656.0,2.36825796608e+11,60.0,0.0,0.0,0.0,0.0,0.0,1269.0,4850.0,0.160,0.420,0.890,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:23,0.500,0.416,99.070,0.0,0.0,0.014,23556636672.0,326651904.0,9728454656.0,2.36825812992e+11,180.0,0.0,0.0,24576.0,0.0,4.0,1299.0,4880.0,0.160,0.420,0.890,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:24,0.530,0.293,99.177,0.0,0.0,0.0,23557144576.0,326651904.0,9728458752.0,2.36825300992e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1566.0,5812.0,0.160,0.420,0.890,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:25,0.888,0.472,98.598,0.0,0.0,0.042,23556710400.0,326651904.0,9728483328.0,2.36825710592e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1871.0,7079.0,0.160,0.420,0.890,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:26,0.777,0.541,98.654,0.0,0.0,0.028,23556272128.0,326651904.0,9728557056.0,2.36826075136e+11,60.0,0.0,0.0,0.0,0.0,0.0,1575.0,6533.0,0.150,0.410,0.890,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:27,1.223,0.681,98.054,0.0,0.0,0.042,23562457088.0,326651904.0,9728565248.0,2.36819881984e+11,514.0,0.0,0.0,221184.0,0.0,31.0,2157.0,5980.0,0.150,0.410,0.890,1.0,0.0,21.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:28,0.556,0.320,99.125,0.0,0.0,0.0,23561576448.0,326651904.0,9728581632.0,2.3682074624e+11,60.0,0.0,0.0,0.0,0.0,0.0,1379.0,4743.0,0.150,0.410,0.890,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:29,0.487,0.445,99.053,0.0,0.0,0.014,23561084928.0,326651904.0,9728581632.0,2.3682123776e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1564.0,5582.0,0.150,0.410,0.890,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:30,1.293,0.459,98.207,0.0,0.0,0.042,23560777728.0,326651904.0,9728688128.0,2.36821438464e+11,60.0,0.0,0.0,45056.0,0.0,8.0,2215.0,9765.0,0.150,0.410,0.890,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:31,1.112,0.584,98.290,0.0,0.0,0.014,23560880128.0,326651904.0,9728786432.0,2.3682123776e+11,60.0,0.0,0.0,24576.0,0.0,4.0,2050.0,17680.0,0.130,0.400,0.880,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:32,0.999,0.569,98.322,0.0,0.0,0.111,23560536064.0,326651904.0,9729097728.0,2.36821270528e+11,240.0,0.0,0.0,106496.0,0.0,10.0,2197.0,12050.0,0.130,0.400,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:33,0.376,0.251,99.373,0.0,0.0,0.0,23559389184.0,326651904.0,9729101824.0,2.36822413312e+11,120.0,0.0,0.0,20480.0,0.0,4.0,1423.0,5035.0,0.130,0.400,0.880,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:34,0.585,0.278,99.137,0.0,0.0,0.0,23559237632.0,326651904.0,9729101824.0,2.36822564864e+11,60.0,0.0,0.0,692224.0,0.0,31.0,1393.0,5565.0,0.130,0.400,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:35,0.612,0.445,98.929,0.0,0.0,0.014,23559208960.0,326651904.0,9729114112.0,2.36822581248e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1589.0,6985.0,0.130,0.400,0.880,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:36,0.682,0.404,98.915,0.0,0.0,0.0,23558492160.0,326651904.0,9729204224.0,2.36823207936e+11,60.0,0.0,0.0,0.0,0.0,0.0,1603.0,6177.0,0.120,0.400,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:37,0.639,0.333,99.028,0.0,0.0,0.0,23558991872.0,326651904.0,9729208320.0,2.36822704128e+11,120.0,0.0,0.0,1196032.0,0.0,19.0,1471.0,5201.0,0.120,0.400,0.880,2.0,0.0,2.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:38,0.513,0.458,99.029,0.0,0.0,0.0,23558774784.0,326651904.0,9729212416.0,2.3682291712e+11,180.0,0.0,0.0,0.0,0.0,0.0,1368.0,4674.0,0.120,0.400,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:39,0.875,0.403,98.723,0.0,0.0,0.0,23558115328.0,326651904.0,9729212416.0,2.36823576576e+11,120.0,0.0,0.0,28672.0,0.0,6.0,1481.0,6028.0,0.120,0.400,0.880,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:40,0.988,0.557,98.427,0.0,0.0,0.028,23558045696.0,326651904.0,9729351680.0,2.36823506944e+11,120.0,0.0,0.0,0.0,0.0,0.0,2045.0,9396.0,0.120,0.400,0.880,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:41,0.611,0.445,98.944,0.0,0.0,0.0,23557890048.0,326651904.0,9729384448.0,2.36823629824e+11,120.0,0.0,0.0,0.0,0.0,0.0,1355.0,6028.0,0.190,0.410,0.880,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:42,0.445,0.320,99.235,0.0,0.0,0.0,23557861376.0,326651904.0,9729388544.0,2.368236544e+11,120.0,0.0,0.0,0.0,0.0,0.0,1379.0,4813.0,0.190,0.410,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:43,0.376,0.278,99.346,0.0,0.0,0.0,23557488640.0,326651904.0,9729388544.0,2.36824027136e+11,60.0,0.0,0.0,126976.0,0.0,14.0,1290.0,4812.0,0.190,0.410,0.880,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:44,0.694,0.444,98.819,0.014,0.0,0.028,23557095424.0,326651904.0,9729392640.0,2.36824416256e+11,60.0,0.0,0.0,2912256.0,0.0,53.0,1521.0,6221.0,0.190,0.410,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:45,0.751,0.375,98.832,0.0,0.0,0.042,23555817472.0,326651904.0,9729404928.0,2.3682568192e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1728.0,7141.0,0.190,0.410,0.880,4.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:46,0.985,0.430,98.584,0.0,0.0,0.0,23556374528.0,326651904.0,9729495040.0,2.36825034752e+11,60.0,0.0,0.0,0.0,0.0,0.0,1713.0,6580.0,0.180,0.400,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:47,0.556,0.306,99.138,0.0,0.0,0.0,23556493312.0,326651904.0,9729499136.0,2.36824911872e+11,180.0,0.0,0.0,155648.0,0.0,17.0,1395.0,5095.0,0.180,0.400,0.880,1.0,0.0,2.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:48,0.417,0.334,99.249,0.0,0.0,0.0,23556685824.0,326651904.0,9729507328.0,2.36824711168e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1369.0,4791.0,0.180,0.400,0.880,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:49,0.488,0.237,99.275,0.0,0.0,0.0,23555375104.0,326651904.0,9729507328.0,2.36826021888e+11,120.0,0.0,0.0,0.0,0.0,0.0,1363.0,5689.0,0.180,0.400,0.880,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:50,1.111,0.625,98.250,0.0,0.0,0.014,23555743744.0,326651904.0,9729613824.0,2.36825546752e+11,60.0,0.0,0.0,0.0,0.0,0.0,2108.0,9391.0,0.180,0.400,0.880,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:51,0.653,0.431,98.903,0.0,0.0,0.014,23554801664.0,326651904.0,9729679360.0,2.36826423296e+11,240.0,0.0,0.0,0.0,0.0,0.0,1415.0,5676.0,0.160,0.390,0.870,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:52,0.570,0.306,99.125,0.0,0.0,0.0,23554555904.0,326651904.0,9729679360.0,2.36826669056e+11,60.0,0.0,0.0,0.0,0.0,0.0,1326.0,4850.0,0.160,0.390,0.870,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:53,0.625,0.292,99.083,0.0,0.0,0.0,23554293760.0,326651904.0,9729683456.0,2.36826927104e+11,240.0,0.0,0.0,24576.0,0.0,4.0,1568.0,5012.0,0.160,0.390,0.870,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:54,0.805,0.541,98.612,0.0,0.0,0.042,23554371584.0,326651904.0,9729683456.0,2.3682684928e+11,60.0,0.0,0.0,159744.0,0.0,17.0,1683.0,5937.0,0.160,0.390,0.870,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:55,0.626,0.431,98.901,0.0,0.0,0.042,23554097152.0,326651904.0,9729703936.0,2.36827103232e+11,180.0,0.0,0.0,53248.0,0.0,10.0,1768.0,7079.0,0.160,0.390,0.870,5.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:56,0.488,0.391,99.121,0.0,0.0,0.0,23554408448.0,326651904.0,9729781760.0,2.36826714112e+11,60.0,0.0,0.0,0.0,0.0,0.0,1546.0,6313.0,0.150,0.390,0.870,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:57,0.473,0.223,99.290,0.0,0.0,0.014,23554166784.0,326651904.0,9729789952.0,2.36826947584e+11,240.0,0.0,0.0,229376.0,0.0,31.0,1624.0,5446.0,0.150,0.390,0.870,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:58,0.569,0.389,99.015,0.0,0.0,0.028,23553413120.0,326651904.0,9729789952.0,2.36827701248e+11,60.0,0.0,0.0,0.0,0.0,0.0,1461.0,4937.0,0.150,0.390,0.870,1.0,0.0,2.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:41:59,0.612,0.376,99.012,0.0,0.0,0.0,23552901120.0,326651904.0,9729794048.0,2.36828209152e+11,60.0,0.0,0.0,28672.0,0.0,4.0,1476.0,5404.0,0.150,0.390,0.870,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:00,1.348,0.445,98.179,0.0,0.0,0.028,23552389120.0,326651904.0,9729916928.0,2.36828598272e+11,60.0,0.0,0.0,45056.0,0.0,8.0,2220.0,9967.0,0.150,0.390,0.870,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:01,0.874,0.430,98.696,0.0,0.0,0.0,23552446464.0,326651904.0,9729966080.0,2.36828491776e+11,180.0,0.0,0.0,24576.0,0.0,4.0,1682.0,5853.0,0.220,0.400,0.870,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:02,0.639,0.361,98.986,0.0,0.0,0.014,23553097728.0,326651904.0,9729970176.0,2.36827836416e+11,60.0,0.0,0.0,360448.0,0.0,12.0,1531.0,5137.0,0.220,0.400,0.870,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:03,0.459,0.264,99.277,0.0,0.0,0.0,23553343488.0,326651904.0,9729970176.0,2.36827590656e+11,120.0,0.0,0.0,16384.0,0.0,4.0,1354.0,5675.0,0.220,0.400,0.870,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:04,0.571,0.320,99.109,0.0,0.0,0.0,23553576960.0,326651904.0,9729974272.0,2.36827353088e+11,394.0,0.0,0.0,532480.0,0.0,26.0,1388.0,5070.0,0.220,0.400,0.870,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:05,0.723,0.334,98.915,0.0,0.0,0.028,23553781760.0,326651904.0,9729990656.0,2.36827131904e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1730.0,7876.0,0.220,0.400,0.870,3.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:06,0.640,0.487,98.873,0.0,0.0,0.0,23552954368.0,326651904.0,9730072576.0,2.36827877376e+11,60.0,0.0,0.0,0.0,0.0,0.0,1489.0,6337.0,0.200,0.390,0.860,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:07,0.528,0.347,99.125,0.0,0.0,0.0,23552770048.0,326651904.0,9730084864.0,2.36828049408e+11,60.0,0.0,0.0,167936.0,0.0,18.0,1290.0,4148.0,0.200,0.390,0.860,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:08,0.528,0.320,99.152,0.0,0.0,0.0,23553830912.0,326651904.0,9730088960.0,2.36826984448e+11,120.0,0.0,0.0,0.0,0.0,0.0,1412.0,5604.0,0.200,0.390,0.860,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:09,0.557,0.320,99.109,0.014,0.0,0.0,23553175552.0,326651904.0,9730088960.0,2.36827639808e+11,60.0,0.0,0.0,45056.0,0.0,7.0,1506.0,5751.0,0.200,0.390,0.860,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:10,1.182,0.528,98.276,0.0,0.0,0.014,23553699840.0,326651904.0,9730191360.0,2.3682701312e+11,190.0,0.0,0.0,0.0,0.0,0.0,1959.0,8939.0,0.200,0.390,0.860,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:11,0.652,0.555,98.793,0.0,0.0,0.0,23553622016.0,326651904.0,9730256896.0,2.36827025408e+11,60.0,0.0,0.0,0.0,0.0,0.0,1339.0,5666.0,0.180,0.380,0.860,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:12,0.445,0.264,99.290,0.0,0.0,0.0,23553638400.0,326651904.0,9730260992.0,2.36827004928e+11,60.0,0.0,0.0,1052672.0,0.0,3.0,1298.0,4912.0,0.180,0.380,0.860,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:13,0.556,0.333,99.111,0.0,0.0,0.0,23553122304.0,326651904.0,9730260992.0,2.36827521024e+11,120.0,0.0,0.0,40960.0,0.0,4.0,1408.0,4894.0,0.180,0.380,0.860,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:14,0.709,0.417,98.861,0.0,0.0,0.014,23552401408.0,326651904.0,9730265088.0,2.36828237824e+11,60.0,0.0,0.0,167936.0,0.0,19.0,1484.0,5972.0,0.180,0.380,0.860,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:15,0.916,0.347,98.737,0.0,0.0,0.0,23552278528.0,326651904.0,9730277376.0,2.36828348416e+11,60.0,0.0,0.0,24576.0,0.0,4.0,1606.0,6739.0,0.180,0.380,0.860,6.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:16,0.833,0.528,98.639,0.0,0.0,0.0,23551926272.0,326651904.0,9730363392.0,2.36828614656e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1674.0,7079.0,0.170,0.380,0.850,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:17,0.514,0.264,99.221,0.0,0.0,0.0,23552036864.0,326651904.0,9730363392.0,2.36828504064e+11,60.0,0.0,0.0,155648.0,0.0,17.0,1329.0,5091.0,0.170,0.380,0.850,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:18,0.611,0.333,99.056,0.0,0.0,0.0,23552401408.0,326651904.0,9730371584.0,2.36828131328e+11,60.0,0.0,0.0,0.0,0.0,0.0,1429.0,4906.0,0.170,0.380,0.850,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:19,0.515,0.362,99.123,0.0,0.0,0.0,23552204800.0,326651904.0,9730371584.0,2.36828327936e+11,236.0,0.0,0.0,28672.0,0.0,6.0,1282.0,5741.0,0.170,0.380,0.850,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:20,1.126,0.570,98.263,0.0,0.0,0.042,23552585728.0,326651904.0,9730473984.0,2.36827844608e+11,120.0,0.0,0.0,0.0,0.0,0.0,2121.0,9624.0,0.170,0.380,0.850,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:21,0.542,0.348,99.110,0.0,0.0,0.0,23552389120.0,326651904.0,9730543616.0,2.36827971584e+11,180.0,0.0,0.0,0.0,0.0,0.0,1442.0,5680.0,0.160,0.370,0.850,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:22,0.473,0.292,99.235,0.0,0.0,0.0,23552253952.0,326651904.0,9730547712.0,2.36828102656e+11,120.0,0.0,0.0,0.0,0.0,0.0,1261.0,4833.0,0.160,0.370,0.850,4.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:23,0.569,0.347,99.083,0.0,0.0,0.0,23551492096.0,326651904.0,9730547712.0,2.36828864512e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1339.0,4708.0,0.160,0.370,0.850,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:24,0.763,0.458,98.751,0.0,0.0,0.028,23551569920.0,326651904.0,9730551808.0,2.36828782592e+11,120.0,0.0,0.0,155648.0,0.0,17.0,1548.0,6022.0,0.160,0.370,0.850,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:25,0.654,0.348,98.984,0.0,0.0,0.014,23551307776.0,326651904.0,9730564096.0,2.36829032448e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1910.0,6850.0,0.160,0.370,0.850,7.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:26,0.614,0.321,99.065,0.0,0.0,0.0,23552491520.0,326651904.0,9730650112.0,2.36827762688e+11,120.0,0.0,0.0,0.0,0.0,0.0,1563.0,6452.0,0.140,0.360,0.840,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:27,1.332,0.611,98.029,0.0,0.0,0.028,23560142848.0,326651904.0,9730654208.0,2.36820107264e+11,120.0,0.0,0.0,241664.0,0.0,35.0,2181.0,5465.0,0.140,0.360,0.840,1.0,0.0,18.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:28,0.584,0.347,99.069,0.0,0.0,0.0,23559512064.0,326651904.0,9730666496.0,2.3682072576e+11,60.0,0.0,0.0,0.0,0.0,0.0,1562.0,4613.0,0.140,0.360,0.840,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:29,0.667,0.403,98.929,0.0,0.0,0.0,23559856128.0,326651904.0,9730670592.0,2.368203776e+11,60.0,0.0,0.0,32768.0,0.0,4.0,1558.0,6223.0,0.140,0.360,0.840,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:30,1.251,0.611,98.110,0.0,0.0,0.028,23559380992.0,326651904.0,9730826240.0,2.36820697088e+11,120.0,0.0,0.0,65536.0,0.0,14.0,2248.0,9847.0,0.140,0.360,0.840,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:31,0.763,0.569,98.668,0.0,0.0,0.0,23558557696.0,326651904.0,9730842624.0,2.36821504e+11,634.0,0.0,0.0,24576.0,0.0,4.0,1502.0,6125.0,0.130,0.360,0.840,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:32,0.877,0.473,98.621,0.0,0.0,0.028,23560327168.0,326651904.0,9730850816.0,2.36819726336e+11,60.0,0.0,0.0,40960.0,0.0,5.0,2089.0,17621.0,0.130,0.360,0.840,4.0,0.0,2.0,0.0,0.0,22.0,784.0,0.0,1.0,208.0
02-01 12:42:33,0.834,0.528,98.569,0.0,0.0,0.069,23560327168.0,326651904.0,9731190784.0,2.36819386368e+11,180.0,0.0,0.0,73728.0,0.0,8.0,1966.0,12091.0,0.130,0.360,0.840,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:34,0.529,0.306,99.151,0.0,0.0,0.014,23560359936.0,326651904.0,9731198976.0,2.36819345408e+11,180.0,0.0,0.0,0.0,0.0,0.0,1392.0,5688.0,0.130,0.360,0.840,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:35,0.708,0.500,98.792,0.0,0.0,0.0,23560044544.0,326651904.0,9731211264.0,2.36819648512e+11,120.0,0.0,0.0,28672.0,0.0,4.0,1558.0,6710.0,0.130,0.360,0.840,6.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:36,0.765,0.445,98.777,0.0,0.0,0.014,23559192576.0,326651904.0,9731297280.0,2.36820414464e+11,180.0,0.0,0.0,0.0,0.0,0.0,1645.0,6760.0,0.120,0.350,0.830,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:37,0.459,0.306,99.235,0.0,0.0,0.0,23558864896.0,326651904.0,9731297280.0,2.36820742144e+11,60.0,0.0,0.0,684032.0,0.0,30.0,1371.0,5194.0,0.120,0.350,0.830,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:38,0.556,0.361,99.083,0.0,0.0,0.0,23558553600.0,326651904.0,9731305472.0,2.36821045248e+11,180.0,0.0,0.0,0.0,0.0,0.0,1417.0,4909.0,0.120,0.350,0.830,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:39,0.667,0.403,98.930,0.0,0.0,0.0,23558103040.0,326651904.0,9731305472.0,2.36821495808e+11,60.0,0.0,0.0,28672.0,0.0,6.0,1385.0,5841.0,0.120,0.350,0.830,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:40,1.236,0.569,98.167,0.0,0.0,0.028,23558098944.0,326651904.0,9731436544.0,2.36821368832e+11,120.0,0.0,0.0,0.0,0.0,0.0,2155.0,9647.0,0.120,0.350,0.830,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:41,0.529,0.417,99.054,0.0,0.0,0.0,23557496832.0,326651904.0,9731481600.0,2.36821925888e+11,180.0,0.0,0.0,0.0,0.0,0.0,1373.0,6022.0,0.190,0.360,0.830,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:42,0.542,0.264,99.193,0.0,0.0,0.0,23557259264.0,326651904.0,9731481600.0,2.36822163456e+11,240.0,0.0,0.0,8192.0,0.0,1.0,1321.0,4748.0,0.190,0.360,0.830,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:43,0.459,0.389,99.152,0.0,0.0,0.0,23556653056.0,326651904.0,9731485696.0,2.36822765568e+11,120.0,0.0,0.0,36864.0,0.0,4.0,1330.0,4919.0,0.190,0.360,0.830,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:44,0.861,0.319,98.820,0.0,0.0,0.0,23556640768.0,326651904.0,9731489792.0,2.3682277376e+11,300.0,0.0,0.0,155648.0,0.0,17.0,1487.0,5868.0,0.190,0.360,0.830,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:45,0.750,0.333,98.902,0.014,0.0,0.0,23555420160.0,326651904.0,9731510272.0,2.36823973888e+11,120.0,0.0,0.0,24576.0,0.0,4.0,1609.0,6444.0,0.190,0.360,0.830,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:46,0.889,0.514,98.598,0.0,0.0,0.0,23556366336.0,326651904.0,9731588096.0,2.36822949888e+11,180.0,0.0,0.0,0.0,0.0,0.0,1560.0,7011.0,0.180,0.360,0.830,1.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:47,0.556,0.306,99.139,0.0,0.0,0.0,23556194304.0,326651904.0,9731592192.0,2.36823117824e+11,180.0,0.0,0.0,1187840.0,0.0,19.0,1328.0,5004.0,0.180,0.360,0.830,1.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:48,0.431,0.417,99.152,0.0,0.0,0.0,23556648960.0,326651904.0,9731600384.0,2.36822654976e+11,120.0,0.0,0.0,0.0,0.0,0.0,1367.0,5109.0,0.180,0.360,0.830,1.0,0.0,3.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:49,0.611,0.403,98.972,0.0,0.0,0.014,23556624384.0,326651904.0,9731600384.0,2.36822679552e+11,420.0,0.0,0.0,45056.0,0.0,7.0,1403.0,5879.0,0.180,0.360,0.830,2.0,0.0,0.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
02-01 12:42:50,1.016,0.515,98.385,0.0,0.0,0.084,23556722688.0,326651904.0,9731756032.0,2.368224256e+11,60.0,0.0,0.0,0.0,0.0,0.0,2095.0,9618.0,0.180,0.360,0.830,2.0,0.0,1.0,0.0,0.0,22.0,784.0,0.0,4.0,208.0
